pool_rank,trade_date,symbol,name,close,price_factor_score,action,target_weight,recommendation_tier,confidence,model_version,strategy_type,strategy_label,stock_profile,stock_profile_label,profile_adjust_note,profile_score_adjust,profile_penalty_scale,profile_max_action,market_regime_key,market_regime_label,market_breadth_20d,market_breadth_60d,market_avg_momentum_20d,market_amount_trend,market_volatility_20d,adaptive_note,effective_buy_score_threshold,score_weight_alpha,score_weight_fundamental,score_weight_valuation,score_weight_liquidity,score_weight_risk,risk_flags,reason,review_required,amount,amount_yi,pct_change,intraday_position_pct,amplitude_pct_display,gap_pct_display,alpha_score,liquidity_capacity_score,risk_control_score,crowding_penalty,momentum_score,medium_momentum_score,long_momentum_score,liquidity_score,capacity_score,trend20_score,trend60_score,trend120_score,stability_score,tradability_score,reversal_risk_score,board,source_time,industry,market,fundamental_quality_score,valuation_sanity_score,financial_data_score,data_completeness,raw_institutional_score,score_rank,gate_penalty_score,amount_ma20_yi,amount_ma60_yi,volatility_60d,garp_score,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv_yi,roe_dt,grossprofit_margin,netprofit_yoy,or_yoy,debt_to_assets,ocfps,end_date
11,2026-06-18,601138,工业富联,78.08,77.94,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,high_vol_theme,高波动题材,高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。,-1.0,1.12,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,80.0,0.12,0.33,0.22,0.08,0.25,,中长期质量成长 3-12月；综合评分 77.9；个股画像 高波动题材，高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 19.21%；60日动量 55.23%；20日成交 188.04亿；换手 2.1415%；PE_TTM 38.1166；ROE 5.9765；门禁扣分 0.0；观察候选,True,33063388.881,330.63388881000003,7.489,77.1,10.94,-0.88,67.2,87.68,75.55,4.85,0.9674025170208375,0.6322067594433397,0.9942150018485899,0.9960272417707151,0.9977311401020987,0.379799776316866,0.5479339972657784,0.5763749389388098,0.5467502850627137,1.0,0.8691284039834319,main,tushare_proxy,通信设备,主板,69.61,52.14,1.0,1.0,62.56,0.975609756097561,0.0,188.0421622755,149.55494632966665,0.6019315079258979,0.46771803960928904,2.1415,,38.1166,8.7927,1.5595,1.2427,15494.267267840001,5.9765,7.3505,102.5485,56.5178,61.3822,1.261,20260331
12,2026-06-18,603993,洛阳钼业,20.04,76.37,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha,中长期质量成长 3-12月；综合评分 76.4；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 13.61%；60日动量 14.19%；20日成交 61.03亿；换手 2.5976%；PE_TTM 17.7512；ROE 8.7252；门禁扣分 5.0；观察候选,True,9245439.502,92.45439502,-0.6445,23.1,7.09,-1.98,40.21,88.06,76.05,2.65,0.7253401360544213,0.32864626413013487,0.327472527472527,0.9659477866061293,0.9841179807146909,0.3585786802030454,0.26579134297185975,0.13007518654918496,0.5387685290763968,1.0,0.8383584019601172,main,tushare_proxy,小金属,主板,75.6,55.78,1.0,1.0,66.61,0.9926262053318208,5.0,61.033855749500006,52.515040633,0.6076896729129431,0.0,2.5976,,17.7512,4.8246,1.8881,1.4271,4287.41976408,8.7252,22.8849,96.655,44.3362,52.0303,0.5295,20260331
13,2026-06-18,600900,长江电力,26.66,76.13,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha,中长期质量成长 3-12月；综合评分 76.1；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 0.00%；60日动量 -1.91%；20日成交 33.75亿；换手 0.5296%；PE_TTM 18.0784；ROE 2.7768；门禁扣分 5.0；观察候选,True,3466900.701,34.66900701,-1.2593,3.0,1.22,-0.26,9.66,74.01,88.0,1.61,0.0,0.0,0.0,0.9177071509648127,0.9920589903573455,0.005235449494489841,0.12312159243916325,0.13592777515048807,0.999429874572406,1.0,0.7954132147908667,main,tushare_proxy,水力发电,主板,62.08,73.15,1.0,1.0,66.32,0.9914917753828701,5.0,33.754775492,28.0586675035,0.14002125553241757,0.8260054619245699,0.5296,,18.0784,2.8623,7.4689,3.5371,6523.22683882,2.7768,55.6463,30.5016,6.4428,57.3271,0.4786,20260331
14,2026-06-18,002415,海康威视,32.3,76.08,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha,中长期质量成长 3-12月；综合评分 76.1；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 2.12%；60日动量 3.19%；20日成交 20.32亿；换手 0.9116%；PE_TTM 19.8171；ROE 3.1257；门禁扣分 5.0；观察候选,True,2639932.96566,26.399329656600003,-0.1854,65.9,3.99,-0.9,18.62,70.83,86.09,1.55,0.007390135946885976,0.0,0.2531839021905238,0.8303064699205448,0.9773114010209869,0.2775492341356668,0.1558532324048017,0.18368265998885666,0.9486887115165337,1.0,0.607329842931937,main,tushare_proxy,IT设备,主板,60.95,74.1,1.0,1.0,66.28,0.9909245604083948,5.0,20.319611563445,19.479149174648335,0.2934414346462855,0.7722118776208425,0.9116,,19.8171,3.4396,3.1262,3.5604,2960.2535268,3.1257,49.0855,36.42,11.7828,30.2572,-0.2423,20260331
15,2026-06-18,300442,润泽科技,85.18,70.66,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha,中长期质量成长 3-12月；综合评分 70.7；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 -6.99%；60日动量 -0.92%；20日成交 33.70亿；换手 2.8361%；PE_TTM 26.8746；ROE 4.1668；门禁扣分 5.0；观察候选,True,3901809.77202,39.018097720200004,4.9402,98.8,5.31,-0.02,19.07,85.1,63.55,2.94,0.0,0.0,0.4704332629052873,0.9171396140749148,0.942711287577992,0.28948634013522223,0.0954330601674427,0.23443433127953164,0.5592930444697833,1.0,0.39767435375477567,chinext,tushare_proxy,软件服务,创业板,75.16,50.96,1.0,1.0,60.21,0.9574588769143505,5.0,33.69619339089,47.064544633796665,0.5967481832923898,0.9588195864177647,2.8361,,26.8746,9.7856,22.1371,0.6165,1398.01385388,4.1668,46.7988,35.3483,53.5532,64.9706,0.8051,20260331
16,2026-06-18,688002,睿创微纳,147.76,70.2,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,high_vol_theme,高波动题材,高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。,-1.0,1.12,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,80.0,0.12,0.33,0.22,0.08,0.25,valuation_expensive_or_invalid|valuation_buy_gate,中长期质量成长 3-12月；综合评分 70.2；个股画像 高波动题材，高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 14.21%；60日动量 46.30%；20日成交 14.50亿；换手 1.7892%；PE_TTM 47.6417；ROE 6.715；门禁扣分 7.8；观察候选,True,1239100.96,12.3910096,1.3443,76.0,3.55,0.04,61.75,65.12,87.59,4.77,0.7628883907868298,0.7945994599459947,0.5050787645176285,0.738933030646992,0.8536585365853658,0.6721517281216903,0.46601604652408624,0.5659273476955287,0.7166476624857469,1.0,0.9798115746971734,star,tushare_proxy,通信设备,科创板,89.02,20.58,1.0,1.0,62.65,0.9767441860465116,7.84,14.499178914999998,12.572340239833332,0.5142993383663192,0.0,1.7892,,47.6417,9.7578,9.7631,0.1038,694.40063192,6.715,53.4041,228.3127,71.1241,36.0722,2.0123,20260331
17,2026-06-18,300750,宁德时代,391.55,70.15,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,midlong_trend_gate|weak_price_alpha,中长期质量成长 3-12月；综合评分 70.2；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 -4.88%；60日动量 -5.19%；20日成交 144.37亿；换手 0.9055%；PE_TTM 22.9379；ROE 5.2112；门禁扣分 10.0；观察候选,True,15327443.707,153.27443707,-1.8672,8.2,5.01,0.35,5.3,80.99,75.86,2.13,0.0,0.0,0.0,0.9920544835414302,0.9988655700510494,0.0,0.035694648845357974,0.15486283986551364,0.8956670467502851,1.0,0.46855590062111796,chinext,tushare_proxy,电气设备,创业板,73.01,64.5,1.0,1.0,65.07,0.9886557005104935,10.0,144.372828426815,148.18727926627164,0.38437785473553254,0.6730579396669144,0.9055,,22.9379,5.0707,3.8698,2.0194,18115.55841005,5.2112,24.8156,48.5237,52.4487,62.3223,7.3796,20260331
18,2026-06-18,301377,鼎泰高科,600.0,69.26,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha,中长期质量成长 3-12月；综合评分 69.3；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 131.79%；60日动量 237.86%；20日成交 25.85亿；换手 4.2626%；PE_TTM 397.1007；ROE 9.2051；门禁扣分 5.0；观察候选,True,2552510.76718,25.5251076718,1.6949,51.6,9.86,-3.37,47.21,87.46,70.33,10.28,0.0,0.0,0.0,0.8762769580022701,0.8287010777084515,1.0,1.0,1.0,0.17787913340935002,1.0,1.0,chinext,tushare_proxy,机械基件,创业板,84.32,45.31,1.0,1.0,58.89,0.9438457175269427,5.0,25.8506721419,14.9331497128,0.8233021628811971,0.5236677727599945,4.2626,,397.1007,85.0704,97.4001,0.1495,2468.4774,9.2051,53.2544,258.9962,92.3327,45.5358,-0.1165,20260331
19,2026-06-18,300184,力源信息,17.18,68.99,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,small_elastic,小盘高弹性,小盘弹性股不简单按大票流动性标准扣分，重点确认动量、换手和成交承接。,1.8,0.88,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,77.0,0.15,0.31,0.21,0.09,0.24,,中长期质量成长 3-12月；综合评分 69.0；个股画像 小盘高弹性，小盘弹性股不简单按大票流动性标准扣分，重点确认动量、换手和成交承接。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 21.50%；60日动量 55.19%；20日成交 25.92亿；换手 10.9236%；PE_TTM 73.4012；ROE 3.3068；门禁扣分 0.0；观察候选,True,1971999.32794,19.7199932794,1.5967,59.4,3.78,0.89,56.61,69.07,65.16,5.6,0.9054245192859057,0.6328323889299502,0.4027400181246334,0.876844494892168,0.5048213272830403,0.33763279835517224,0.5941885137827777,0.7662823616681977,0.17103762827822122,1.0,0.7887654514160537,chinext,tushare_proxy,元器件,创业板,63.84,39.06,1.0,1.0,54.54,0.8803176403857061,0.0,25.924999345765002,18.578510099588335,0.8302818080896412,0.2579959767103847,10.9236,,73.4012,4.6837,2.0068,,197.40835338000002,3.3068,10.8606,240.5806,52.0052,43.434,-0.0662,20260331
20,2026-06-18,300308,中际旭创,1367.88,68.62,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha|valuation_buy_gate,中长期质量成长 3-12月；综合评分 68.6；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 37.71%；60日动量 123.51%；20日成交 342.75亿；换手 2.5724%；PE_TTM 102.0483；ROE 17.4982；门禁扣分 9.0；观察候选,True,38176552.6987,381.76552698700004,7.1914,99.4,7.82,-0.48,48.61,90.06,83.79,11.48,0.4674292953230677,0.0,0.0,1.0,0.996596710153148,0.7464189838488132,1.0,1.0,0.5553021664766249,1.0,1.0,chinext,tushare_proxy,通信设备,创业板,92.65,37.18,1.0,1.0,62.19,0.973908111174135,9.0,342.74995279355,265.68803833135,0.5984116507575306,0.5106457992370839,2.5724,,102.0483,42.8669,29.8755,0.1021,15255.072414359998,17.4982,46.0581,262.2837,192.1169,32.6362,3.0308,20260331
21,2026-06-18,688183,生益电子,138.5,68.37,watch,0.0,watch_candidate,medium,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,high_vol_theme,高波动题材,高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。,-1.0,1.12,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,80.0,0.12,0.33,0.22,0.08,0.25,valuation_expensive_or_invalid|valuation_buy_gate,中长期质量成长 3-12月；综合评分 68.4；个股画像 高波动题材，高波动题材保留弹性机会，但必须用更高风控、成交和收盘确认过滤。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 39.55%；60日动量 67.68%；20日成交 51.65亿；换手 3.9353%；PE_TTM 67.0713；ROE 7.4289；门禁扣分 7.8；观察候选,True,4552335.84,45.5233584,-1.8218,40.4,4.74,-1.02,60.04,92.34,66.1,4.1,0.41765947307509044,0.4058991855602024,0.7952553144860837,0.9545970488081725,0.9222915484968803,0.4899295210825442,0.6634380519659604,0.7569383538551608,0.10547320410490313,1.0,0.9349360499853163,star,tushare_proxy,元器件,科创板,82.2,34.65,1.0,1.0,60.77,0.9619965967101531,7.84,51.647329292500004,32.80897082283334,0.8986054761874268,0.778112247712509,3.9353,,67.0713,18.7927,11.1582,0.6431,1152.0723619999999,7.4289,35.2055,122.156,52.6209,47.518,0.7398,20260331
22,2026-06-18,688110,东芯股份,154.42,67.84,watch,0.0,watch_candidate,low,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,mid_growth,中盘成长,中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。,0.0,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.0,0.12,0.33,0.22,0.08,0.25,valuation_expensive_or_invalid|valuation_buy_gate,中长期质量成长 3-12月；综合评分 67.8；个股画像 中盘成长，中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 11.33%；60日动量 17.88%；20日成交 33.45亿；换手 6.2418%；PE_TTM 24997.9505；ROE 3.7308；门禁扣分 7.0；观察候选,True,4281550.58,42.815505800000004,0.9875,31.0,7.19,4.64,58.51,88.76,67.0,4.66,0.5833633741888973,0.4476729869490269,0.9246794871794873,0.9154370034052214,0.8491208167895632,0.616387559373237,0.4589005003992033,0.4273686804386214,0.12143671607753703,1.0,0.7388955582232891,star,tushare_proxy,半导体,科创板,85.69,22.37,1.0,1.0,59.41,0.9500850822461713,7.0,33.448755431,28.588546995,0.8795552206460315,0.0,6.2418,,24997.9505,19.0074,54.2806,,683.11918108,3.7308,53.1696,333.4237,236.9496,6.327,0.0925,20260331
23,2026-06-18,688213,思特威-W,102.32,66.57,watch,0.0,watch_candidate,low,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,mid_growth,中盘成长,中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。,0.0,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.0,0.12,0.33,0.22,0.08,0.25,weak_price_alpha,中长期质量成长 3-12月；综合评分 66.6；个股画像 中盘成长，中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 -5.97%；60日动量 29.03%；20日成交 13.59亿；换手 3.0924%；PE_TTM 39.3334；ROE 4.5886；门禁扣分 5.0；观察候选,True,1024835.812,10.24835812,0.3826,50.2,2.58,0.04,34.75,67.45,72.05,3.13,0.0,0.8073872188097464,0.32704359203911576,0.7230419977298524,0.706182643221781,0.26822022216816677,0.30666009962089535,0.2860840023635039,0.5923603192702395,1.0,0.5869860476602048,star,tushare_proxy,半导体,科创板,65.5,47.77,1.0,1.0,56.57,0.9134997163925128,5.0,13.5946731165,12.389705043166666,0.5802406055597779,0.4795400125703546,3.0924,,39.3334,7.5396,4.3824,0.9808,411.64031776,4.5886,25.737,23.6579,20.6834,47.3963,1.0986,20260331
24,2026-06-18,300395,菲利华,135.75,63.15,watch,0.0,watch_candidate,low,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,mid_growth,中盘成长,中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。,0.0,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.0,0.12,0.33,0.22,0.08,0.25,valuation_expensive_or_invalid|valuation_buy_gate,中长期质量成长 3-12月；综合评分 63.1；个股画像 中盘成长，中盘成长股按均衡成长框架评分，兼顾趋势、质量和成交承接。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 5.72%；60日动量 38.70%；20日成交 56.37亿；换手 8.5524%；PE_TTM 148.1213；ROE 2.8556；门禁扣分 7.0；观察候选,True,5918305.52945,59.1830552945,0.645,68.8,4.58,-1.12,57.65,86.56,66.77,4.66,0.2327686915887848,0.9326472036189009,0.8108108108108107,0.9619750283768445,0.8547929665343165,0.3276714451762882,0.4385331385457069,0.5140593718743327,0.24401368301026227,1.0,0.6295580162607759,chinext,tushare_proxy,玻璃,创业板,71.17,27.66,1.0,1.0,55.45,0.8953488372093024,7.0,56.368584335950004,46.039947465316665,0.7766496122230239,0.1723601153097231,8.5524,,148.1213,14.9264,31.9772,,713.6745382500001,2.8556,50.7405,36.7658,53.038,21.396,0.0397,20260331
25,2026-06-18,300014,亿纬锂能,66.66,62.88,watch,0.0,watch_candidate,low,institutional_score_v7_midlong_profile_adaptive_tushare,mid_long_quality_3_12m,中长期质量成长 3-12月,large_quality,大盘质量,大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。,0.6,1.0,buy,defensive,缩量防御,0.2153,0.3033,-0.1004,0.9248,0.4773,市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。,78.5,0.08,0.38,0.25,0.06,0.23,weak_price_alpha|quality_buy_gate,中长期质量成长 3-12月；综合评分 62.9；个股画像 大盘质量，大盘质量股更看重基本面、估值和长期风险控制，降低追涨权重。；市场风格 缩量防御，市场广度或成交不足，降低追涨权重，提高风控、质量和估值门槛。；20日动量 4.24%；60日动量 -5.85%；20日成交 45.72亿；换手 5.0962%；PE_TTM 32.3412；ROE 2.5836；门禁扣分 11.0；观察候选,True,7197441.08695,71.9744108695,-1.3029,32.3,4.68,-1.35,18.98,94.69,69.29,2.05,0.1398553557466765,0.0,0.0,0.9443813847900113,0.9432785025524674,0.4355756609560498,0.159654104321677,0.1639262321017871,0.5963511972633979,1.0,0.5801656643594685,chinext,tushare_proxy,电气设备,创业板,53.54,65.9,1.0,1.0,58.51,0.9407260351673284,11.0,45.72052475649001,52.17360310433,0.5770084709661855,0.7994067602019553,5.0962,,32.3412,3.3172,2.0889,0.6956,1448.71971354,2.5836,14.0383,31.3489,61.6102,64.8881,-0.1761,20260331
