pool_rank,trade_date,symbol,name,close,price_factor_score,action,target_weight,recommendation_tier,confidence,model_version,risk_flags,reason,review_required,amount,amount_yi,pct_change,intraday_position_pct,amplitude_pct_display,gap_pct_display,alpha_score,liquidity_capacity_score,risk_control_score,crowding_penalty,momentum_score,liquidity_score,capacity_score,close_position_score,stability_score,tradability_score,reversal_risk_score,board,source_time
17,2026-06-14,600028,中国石化,4.94,82.3,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 82.3；Alpha 73.0 / 流动性 85.3 / 风控 93.6；涨跌幅 3.13%；成交额 23.85亿；日内收盘位置 95%；振幅 3.97%；拥挤扣分 0.5；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2385149966.0,23.85,3.132,94.7,3.97,-0.42,72.96,85.27,93.56,0.45549440121466045,0.4737777777777778,0.944952380952381,0.6814714188571429,0.9473684210526329,0.8456213602900772,1.0,0.9894736842105266,main,15:00:03
18,2026-06-14,600276,恒瑞医药,48.49,82.2,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 82.2；Alpha 68.7 / 流动性 98.7 / 风控 88.1；涨跌幅 3.21%；成交额 48.25亿；日内收盘位置 81%；振幅 5.09%；拥挤扣分 0.5；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4824609044.0,48.25,3.214,80.8,5.09,0.47,68.7,98.66,88.14,0.5108556832694997,0.492,0.9794285714285714,1.0,0.8075313807531378,0.7276556653447155,1.0,0.9615062761506276,main,15:00:03
19,2026-06-14,002428,云南锗业,92.26,82.2,buy,0.05,high_conviction,high,institutional_score_v3,,机构评分 82.2；Alpha 79.2 / 流动性 99.7 / 风控 76.8；涨跌幅 4.56%；成交额 118.55亿；日内收盘位置 82%；振幅 7.24%；拥挤扣分 1.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,11855041837.0,118.55,4.556,82.3,7.24,1.43,79.18,99.69,76.82,1.5577351026127109,0.7902222222222223,0.9952380952380953,1.0,0.8231611893583732,0.5008827599370138,1.0,0.871511204326797,main,15:00:00
20,2026-06-14,600036,招商银行,39.34,81.86,watch,0.0,watch_candidate,medium,institutional_score_v3,alpha_score_gate,机构评分 81.9；Alpha 59.1 / 流动性 98.4 / 风控 99.5；涨跌幅 1.57%；成交额 43.73亿；日内收盘位置 99%；振幅 2.61%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4373132356.0,43.73,1.575,99.0,2.61,-0.36,59.09,98.44,99.5,0.39433842687132814,0.12777777777777777,0.976,1.0,0.9900990099009921,0.988652887058856,1.0,0.9980198019801985,main,15:00:01
21,2026-06-14,603119,浙江荣泰,74.0,81.82,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 81.8；Alpha 80.3 / 流动性 83.5 / 风控 84.7；涨跌幅 4.22%；成交额 22.40亿；日内收盘位置 87%；振幅 5.99%；拥挤扣分 0.7；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2239951757.0,22.4,4.225,87.1,5.99,0.66,80.31,83.5,84.68,0.7221510883482636,0.7166666666666666,0.94,0.6399862162857143,0.8705882352941183,0.6330615270570794,1.0,0.9741176470588236,main,15:00:01
22,2026-06-14,000983,山西焦煤,7.46,81.77,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 81.8；Alpha 85.5 / 流动性 65.0 / 风控 90.6；涨跌幅 4.04%；成交额 9.31亿；日内收盘位置 100%；振幅 4.74%；拥挤扣分 0.0；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,930612320.0,9.31,4.045,100.0,4.74,0.0,85.45,65.02,90.56,0.0,0.6766666666666666,0.8571428571428571,0.26588923428571426,1.0,0.7640020553475741,1.0,1.0,main,15:00:00
23,2026-06-14,600160,巨化股份,42.39,81.6,watch,0.0,watch_candidate,medium,institutional_score_v3,alpha_score_gate,机构评分 81.6；Alpha 66.2 / 流动性 98.7 / 风控 88.8；涨跌幅 3.39%；成交额 48.34亿；日内收盘位置 66%；振幅 4.76%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4833825914.0,48.34,3.39,66.2,4.76,0.24,66.17,98.68,88.81,0.266075388026608,0.5311111111111111,0.9796190476190476,1.0,0.6615384615384625,0.7625160462130949,1.0,0.9323076923076925,main,15:00:01
24,2026-06-14,601319,中国人保,7.02,81.18,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 81.2；Alpha 86.5 / 流动性 63.4 / 风控 89.1；涨跌幅 4.31%；成交额 8.51亿；日内收盘位置 97%；振幅 5.05%；拥挤扣分 0.2；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,850871430.0,8.51,4.309,97.1,5.05,0.15,86.52,63.42,89.11,0.16209644738619433,0.7353333333333334,0.8447619047619047,0.24310612285714284,0.9705882352941156,0.7313677954172209,1.0,0.9941176470588231,main,15:00:04
25,2026-06-14,000001,平安银行,11.24,81.13,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 81.1；Alpha 69.5 / 流动性 83.8 / 风控 96.2；涨跌幅 2.74%；成交额 22.63亿；日内收盘位置 97%；振幅 3.38%；拥挤扣分 0.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2263042931.0,22.63,2.742,97.3,3.38,0.55,69.48,83.78,96.15,0.5983048030580114,0.38711111111111113,0.9407619047619048,0.6465836945714286,0.9729729729729735,0.9071490426248443,1.0,0.9945945945945946,main,15:00:00
26,2026-06-14,600900,长江电力,28.28,80.95,watch,0.0,watch_candidate,medium,institutional_score_v3,alpha_score_gate,机构评分 81.0；Alpha 56.9 / 流动性 98.3 / 风控 99.9；涨跌幅 1.40%；成交额 41.92亿；日内收盘位置 98%；振幅 2.22%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4191923900.0,41.92,1.398,98.4,2.22,-0.43,56.85,98.32,99.92,0.46937644642915255,0.08844444444444442,0.9740952380952381,1.0,0.9838709677419386,1.0,1.0,0.9967741935483877,main,15:00:01
27,2026-06-14,600958,东方证券,9.24,80.95,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 81.0；Alpha 86.9 / 流动性 66.1 / 风控 87.1；涨跌幅 4.76%；成交额 9.87亿；日内收盘位置 90%；振幅 5.44%；拥挤扣分 0.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,986760628.0,9.87,4.762,89.6,5.44,0.57,86.91,66.13,87.09,0.6184291898577414,0.8359999999999999,0.8655238095238095,0.281931608,0.8958333333333353,0.6902971715001807,1.0,0.9791666666666671,main,15:00:01
28,2026-06-14,600256,广汇能源,6.6,80.53,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 80.5；Alpha 79.4 / 流动性 88.3 / 风控 81.0；涨跌幅 4.26%；成交额 26.49亿；日内收盘位置 93%；振幅 6.64%；拥挤扣分 1.7；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2648804100.0,26.49,4.265,92.9,6.64,-1.58,79.41,88.34,81.04,1.7233950883239961,0.7255555555555555,0.9516190476190476,0.7568011714285714,0.9285714285714279,0.5647293589423797,1.0,0.9380839539607311,main,15:00:00
29,2026-06-14,301358,湖南裕能,72.66,80.39,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 80.4；Alpha 86.3 / 流动性 83.8 / 风控 76.3；涨跌幅 5.50%；成交额 22.66亿；日内收盘位置 81%；振幅 7.32%；拥挤扣分 2.1；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2266271111.0,22.66,5.503,80.6,7.32,1.89,86.3,83.82,76.27,2.059215650038926,0.9992857142857142,0.940952380952381,0.6475060317142857,0.805555555555555,0.4928278297020312,1.0,0.8622509397738082,chinext,15:35:30
30,2026-06-14,601600,中国铝业,10.8,80.31,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 80.3；Alpha 73.4 / 流动性 98.3 / 风控 79.4；涨跌幅 4.55%；成交额 41.50亿；日内收盘位置 65%；振幅 6.68%；拥挤扣分 1.5；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4149957535.0,41.5,4.55,65.2,6.68,1.36,73.4,98.29,79.39,1.4784827950365245,0.7888888888888889,0.9737142857142858,1.0,0.6521739130434803,0.5600448361950381,1.0,0.8794667283976606,main,15:00:00
31,2026-06-14,600309,万华化学,71.67,80.18,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 80.2；Alpha 79.8 / 流动性 98.3 / 风控 66.2；涨跌幅 6.73%；成交额 42.41亿；日内收盘位置 81%；振幅 8.98%；拥挤扣分 0.1；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,4241418179.0,42.41,6.731,80.8,8.98,0.07,79.81,98.35,66.17,0.08122926961348598,0.7069047619047619,0.9746666666666667,1.0,0.8076285240464351,0.3179057099188777,1.0,0.7380335231264873,main,15:00:03
32,2026-06-14,000783,长江证券,7.7,80.17,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 80.2；Alpha 82.8 / 流动性 67.2 / 风控 88.2；涨跌幅 4.34%；成交额 10.57亿；日内收盘位置 87%；振幅 5.15%；拥挤扣分 0.3；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,1057276300.0,10.57,4.336,86.8,5.15,0.27,82.77,67.25,88.19,0.2956393200295777,0.7413333333333334,0.872,0.3020789428571429,0.8684210526315794,0.7211524746826417,1.0,0.9736842105263159,main,15:00:00
33,2026-06-14,002768,国恩股份,69.94,79.59,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.6；Alpha 86.9 / 流动性 57.2 / 风控 88.3；涨跌幅 4.40%；成交额 5.77亿；日内收盘位置 94%；振幅 5.21%；拥挤扣分 0.0；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,576862654.0,5.77,4.404,94.0,5.21,0.01,86.88,57.16,88.29,0.016284655783098456,0.7564444444444445,0.7906666666666666,0.16481790114285713,0.9398280802292243,0.7147649688484519,1.0,0.9879656160458449,main,15:00:00
34,2026-06-14,601336,新华保险,61.46,79.55,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.5；Alpha 76.0 / 流动性 86.2 / 风控 82.3；涨跌幅 3.78%；成交额 24.62亿；日内收盘位置 91%；振幅 6.42%；拥挤扣分 1.1；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2462052283.0,24.62,3.783,91.1,6.42,-1.01,76.01,86.17,82.28,1.1052777010223798,0.6184444444444445,0.9468571428571428,0.7034435094285714,0.9105263157894746,0.5877104107787203,1.0,0.9508489308377331,main,15:00:03
35,2026-06-14,601108,财通证券,7.69,79.49,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.5；Alpha 89.4 / 流动性 57.3 / 风控 87.3；涨跌幅 4.91%；成交额 5.85亿；日内收盘位置 95%；振幅 5.46%；拥挤扣分 0.9；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,584731416.0,5.85,4.911,95.0,5.46,0.82,89.38,57.33,87.3,0.8929678779610568,0.8691111111111111,0.792,0.16706611885714284,0.9500000000000011,0.6887341135923022,1.0,0.9900000000000002,main,15:00:03
36,2026-06-14,601166,XD兴业银,18.61,79.45,watch,0.0,watch_candidate,medium,institutional_score_v3,alpha_score_gate,机构评分 79.5；Alpha 58.0 / 流动性 89.9 / 风控 99.1；涨跌幅 1.75%；成交额 27.90亿；日内收盘位置 87%；振幅 2.57%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2789975318.0,27.9,1.75,87.2,2.57,0.0,58.03,89.92,99.07,0.0,0.16666666666666666,0.9540952380952381,0.7971358051428572,0.8723404255319107,0.9926620816667132,1.0,0.9744680851063822,main,15:00:03
37,2026-06-14,000722,湖南发展,15.07,79.36,watch,0.0,watch_candidate,medium,institutional_score_v3,,机构评分 79.4；Alpha 94.1 / 流动性 52.0 / 风控 86.3；涨跌幅 5.61%；成交额 4.24亿；日内收盘位置 99%；振幅 5.75%；拥挤扣分 1.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,424080838.0,4.24,5.606,98.8,5.75,1.19,94.11,52.04,86.27,1.2996113907116054,0.9747619047619048,0.7354285714285714,0.1211659537142857,0.9878048780487807,0.6582820049422784,1.0,0.9975609756097561,main,15:00:00
38,2026-06-14,300008,天海防务,6.62,79.3,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.3；Alpha 89.7 / 流动性 57.1 / 风控 84.3；涨跌幅 5.08%；成交额 5.75亿；日内收盘位置 84%；振幅 6.03%；拥挤扣分 0.2；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,574894724.0,5.75,5.079,84.2,6.03,0.16,89.69,57.07,84.28,0.17316017316017285,0.9064444444444444,0.7895238095238095,0.1642556354285714,0.8421052631578957,0.6282372598162074,1.0,0.9660401002506268,chinext,15:35:45
39,2026-06-14,002407,多氟多,39.67,79.21,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.2；Alpha 77.5 / 流动性 99.6 / 风控 66.5；涨跌幅 3.88%；成交额 104.30亿；日内收盘位置 87%；振幅 8.98%；拥挤扣分 0.5；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,10430392512.0,104.3,3.875,87.5,8.98,-0.5,77.55,99.63,66.49,0.5427408412483015,0.6388888888888888,0.9942857142857143,1.0,0.8746355685131196,0.31774644781632,1.0,0.751321457771752,main,15:00:00
40,2026-06-14,601328,交通银行,7.14,79.18,watch,0.0,watch_candidate,medium,institutional_score_v3,alpha_score_gate,机构评分 79.2；Alpha 64.7 / 流动性 86.9 / 风控 93.8；涨跌幅 2.44%；成交额 25.25亿；日内收盘位置 93%；振幅 3.87%；拥挤扣分 0.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2525128503.0,25.25,2.439,92.6,3.87,-0.57,64.71,86.9,93.85,0.6260597365331937,0.31977777777777777,0.9483809523809524,0.7214652865714285,0.9259259259259244,0.8553953031790373,1.0,0.9851851851851848,main,15:00:01
41,2026-06-14,688235,百济神州,216.36,79.02,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.0；Alpha 81.6 / 流动性 64.4 / 风控 89.2；涨跌幅 4.02%；成交额 8.94亿；日内收盘位置 95%；振幅 5.00%；拥挤扣分 0.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,894397012.0,8.94,4.019,95.0,5.0,0.5,81.6,64.4,89.22,0.5506993006993046,0.6708888888888889,0.8531428571428571,0.2555420034285714,0.9500000000000017,0.7368421052631575,1.0,0.9900000000000003,star,15:34:59
42,2026-06-14,000661,长春高新,66.5,78.97,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 79.0；Alpha 77.0 / 流动性 66.4 / 风控 93.6；涨跌幅 3.39%；成交额 10.04亿；日内收盘位置 100%；振幅 4.01%；拥挤扣分 0.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,1003880647.0,10.04,3.389,100.0,4.01,0.53,76.97,66.37,93.64,0.5766621438263333,0.5308888888888889,0.8666666666666667,0.28682304200000003,1.0,0.8409269442262375,1.0,1.0,main,15:00:00
43,2026-06-14,601236,红塔证券,6.8,78.94,watch,0.0,watch_candidate,medium,institutional_score_v3,,机构评分 78.9；Alpha 96.5 / 流动性 47.9 / 风控 82.2；涨跌幅 5.26%；成交额 3.31亿；日内收盘位置 100%；振幅 6.50%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,330577715.0,3.31,5.263,100.0,6.5,0.31,96.5,47.85,82.21,0.33774275260343756,0.9473333333333334,0.6853333333333333,0.09445077571428571,1.0,0.5787844223562002,1.0,0.9623839009287927,main,15:00:03
44,2026-06-14,601555,东吴证券,7.71,78.94,watch,0.0,watch_candidate,medium,institutional_score_v3,,机构评分 78.9；Alpha 86.3 / 流动性 54.6 / 风控 89.9；涨跌幅 4.33%；成交额 5.02亿；日内收盘位置 97%；振幅 4.87%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,501926597.0,5.02,4.33,97.2,4.87,0.27,86.34,54.65,89.88,0.295239266822483,0.74,0.7636190476190476,0.14340759914285714,0.9722222222222228,0.7503739049925228,1.0,0.9944444444444446,main,15:00:03
45,2026-06-14,300307,慈星股份,8.2,78.94,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 78.9；Alpha 94.8 / 流动性 58.7 / 风控 76.2；涨跌幅 5.81%；成交额 6.36亿；日内收盘位置 100%；振幅 7.48%；拥挤扣分 0.6；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,635814465.0,6.36,5.806,100.0,7.48,-0.52,94.84,58.74,76.23,0.5630498533724309,0.9271428571428572,0.8059047619047619,0.1816612757142857,1.0,0.4753820033955869,1.0,0.8887096774193556,chinext,15:35:45
46,2026-06-14,002657,中科金财,21.55,78.81,buy,0.035,core_candidate,medium,institutional_score_v3,,机构评分 78.8；Alpha 89.3 / 流动性 64.4 / 风控 77.6；涨跌幅 5.90%；成交额 8.94亿；日内收盘位置 84%；振幅 7.13%；拥挤扣分 0.3；核心候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,893755637.0,8.94,5.897,84.1,7.13,0.25,89.3,64.37,77.62,0.2680366316729794,0.9054761904761904,0.8527619047619047,0.2553587534285714,0.8413793103448276,0.5131255657571434,1.0,0.8838778276709301,main,15:00:00
